,ID,datetime,has_media,is_reply,is_retweet,medias,nbr_favorite,nbr_reply,nbr_retweet,text,url,user_id,usernameTweet,team
0,1156717132283109377,2019-07-31 20:03:49,,False,False,,1,0,0,Struggle is...we are a @Yankees  family. But I am a Long Island girl in and out. So when my 6 y/o told me she wants a @MStrooo6  @Mets  jersey...throw my Pat-Med Raider  Pride  and guess I have no choice but to get her the jersey. #HDMH,/BQuatrale/status/1156717132283109377,477029053,BQuatrale,mets
1,1156753375108747265,2019-07-31 22:27:50,,False,False,,6,0,0,"Anyone: omg are you watching the debates?

Me: Nah, I'm a life-long supporter of the New York  Mets  and five (5) of my tv shows killed off  gay  women characters last week, I've already got plenty of stuff to watch that will inevitably hurt and disappoint me",/jamiexvee/status/1156753375108747265,491912352,jamiexvee,mets
2,1156845947709792256,2019-08-01 04:35:41,,False,False,,4,0,0,"Mon collègue  gay  prône son ouverture d'esprit à tout le magasin mais tu arrives avec un tatouage c'est leçon de morale, tu  mets  un débardeur il est choquée

Ouais ben il est juste ouvert d'esprit quand ça le concerne",/Amelimoys/status/1156845947709792256,2775990237,Amelimoys,mets
3,1156860546454626304,2019-08-01 05:33:42,,True,False,,3,1,0,wsh t’as 12 ans ou quoi tu  mets  de la ponctuation pour rien la ca yest ya des centaines de photo de meufs en string ou de couples qui se lèchent ou jsp pour lejr anniv mais Pile quand ils sont  gay  ça dérange ? t’as toi même avoué être homophobe essaie pas de faire crari,/indyra_laine/status/1156860546454626304,1083006087312433153,indyra_laine,mets
4,1156911001142530049,2019-08-01 08:54:11,,False,False,,4,0,0,mon coloc m'a dit que j'étais un vieux  gay  pcq j'écoute maman a tort de mylene farmer et que je  mets  des chaussettes avec mes sandales,/CocteauTwink5/status/1156911001142530049,937391368007282690,CocteauTwink5,mets
5,1156955727312896000,2019-08-01 11:51:55,,True,False,,0,1,0,"Et genre tous les  gays  qui se font tabasser, c'est parce qu'ils brandissent un drapeau multicolor... Tu sais tellement pas de quoi tu parles, c'est affolant.  Mets  toi à leurs places juste 2 secondes",/TimotheJacob/status/1156955727312896000,1372287026,TimotheJacob,mets
6,1156981879909879808,2019-08-01 13:35:50,True,False,False,['https://t.co/4Oprloqyld'],2,1,2,"Just weeks before #Pride  night, the @Mets  plastered ads at Citi Field for anti-LGBTQ @ChickfilA  — the fast food giant propped up by transphobe @JoeBorelliNYC . And like last year, #Pride  night is being overshadowed by a different promotion the same night. 
 https://www. gaycitynews.nyc/stories/2019/1 7/chick-fili-a-mets-2019-08-01-gcn.html   …",/GayCityNews/status/1156981879909879808,46470600,GayCityNews,mets
7,1157101257405992960,2019-08-01 21:30:12,,True,False,,0,1,0,EI  pride  baby,/athletelogos/status/1157101257405992960,3022085938,athletelogos,mets
8,1157198401672568832,2019-08-02 03:56:13,,True,False,,2,1,0,"Pour être  gay   ça c'est sur quand tu vois ce que je me  mets    
Et je suis  gay  grave a vous aussi ! 
MERCI A TOI TWITTER ET TWITTOS",/meki_lekon/status/1157198401672568832,2507123646,meki_lekon,mets
9,1157240073181679618,2019-08-02 06:41:48,,True,False,,0,0,0,"The  Pride  Of Medford, NY! The  Pride  of Puerto Rico!  %",/jenna_sequa/status/1157240073181679618,1146945529278095362,jenna_sequa,mets
